# AUV Synthetic DVL  — timestamp,vx,vy,vz,valid
timestamp,vx,vy,vz,valid
5.6100000,1.9592478,-0.0005944,-0.7322775,1
5.7100000,2.0652308,0.0063516,-0.3873140,1
5.8100000,2.0483374,0.0049661,-0.6848116,1
5.9100000,2.0573819,-0.0131487,-1.0086048,1
6.0100000,2.1828460,-0.0094869,-0.4953838,1
6.1100000,2.1230037,-0.0214267,-0.6932590,1
6.2100000,2.1273934,-0.0098197,-0.9043069,0
6.3100000,2.1388154,0.0008840,-1.1051726,1
6.4100000,2.2868285,-0.0016031,-0.5327580,1
6.5100000,2.2566326,0.0000651,-0.7431060,1
6.6100000,2.2828444,-0.0075709,-0.9156662,1
6.7100000,2.2448421,-0.0155858,-1.1019629,1
6.8100000,2.2692701,-0.0326998,-1.2064163,1
6.9100000,2.4536869,-0.0310563,-0.4466450,1
7.0100000,2.5064878,0.0041501,-0.5597282,1
7.1100000,2.4826821,-0.0166010,-0.6549368,1
7.2100000,2.4872606,-0.0167678,-0.8042908,1
7.3100000,2.5236136,0.0092449,-0.9042125,1
7.4100000,2.5472738,0.0092485,-0.9763259,1
7.5100000,2.5731244,-0.0193506,-0.9762597,1
7.6100000,2.5908025,0.0093852,-0.9843275,1
7.7100000,2.6447141,0.0094818,-0.9824324,1
7.8100000,2.6144867,0.0116563,-1.0394085,1
7.9100000,2.6926191,0.0072239,-1.0649744,1
8.0100000,2.7288603,0.0023366,-1.0196017,1
8.1100000,2.6974321,0.0324961,-1.0584794,1
8.2100000,2.7799456,0.0265608,-0.9443897,1
8.3100000,2.8166653,-0.0004615,-0.8315147,1
8.4100000,2.9088149,0.0035556,-0.7670972,1
8.5100000,2.9292842,-0.0138474,-0.6789516,1
8.6100000,2.9718802,-0.0112903,-0.5843099,1
8.7100000,2.8035693,0.0005738,-1.5619401,1
8.8100000,2.8768024,0.0269501,-1.4476342,1
8.9100000,2.9012746,0.0171827,-1.3725392,1
9.0100000,2.9879424,-0.0128684,-1.1874166,1
9.1100000,3.0571793,0.0210191,-0.9762664,0
9.2100000,3.0792651,0.0297297,-0.8156962,1
9.3100000,3.1682010,-0.0115492,-0.7182000,1
9.4100000,3.0085147,0.0035924,-1.5588687,1
9.5100000,3.1226120,-0.0007949,-1.4075084,1
9.6100000,3.1644222,0.0094335,-1.2207638,1
9.7100000,3.2146076,0.0431808,-1.0064498,1
9.8100000,3.3073253,0.0240336,-0.7382443,0
9.9100000,3.1544305,-0.0107550,-1.7159361,1
10.0100000,3.2463569,0.0052484,-1.4537467,1
10.1100000,3.3462009,0.0069616,-1.1705346,1
10.2100000,3.4288471,-0.0056011,-0.9002669,1
10.3100000,3.2402067,-0.0044507,-1.8236130,1
10.4100000,3.3353018,0.0154287,-1.5324173,1
10.5100000,3.4166487,-0.0329251,-1.2790602,1
10.6100000,3.5104449,-0.0032646,-0.9712418,1
10.7100000,3.3084079,0.0084036,-1.9603356,1
10.8100000,3.4474168,0.0043198,-1.5889186,1
10.9100000,3.5900829,-0.0071519,-1.2008421,1
11.0100000,3.6801208,0.0221349,-0.8114378,1
11.1100000,3.5174199,-0.0078913,-1.8164453,1
11.2100000,3.5845495,-0.0224226,-1.4098649,1
11.3100000,3.7322646,0.0116741,-1.0210821,1
11.4100000,3.5559450,-0.0144754,-2.0211902,1
11.5100000,3.6685163,-0.0099566,-1.6085852,1
11.6100000,3.7748090,-0.0409277,-1.1348967,1
11.7100000,3.5765176,-0.0208482,-2.0916729,1
11.8100000,3.7317043,-0.0156389,-1.6222373,1
11.9100000,3.8364812,-0.0033552,-1.1581687,1
12.0100000,3.6953767,-0.0238648,-2.1256097,1
12.1100000,3.8293477,-0.0188583,-1.6406648,1
12.2100000,3.9419036,0.0163103,-1.1589366,1
12.3100000,3.7734835,-0.0088406,-2.1405334,1
12.4100000,3.8731113,-0.0077675,-1.6798545,1
12.5100000,4.0591912,0.0097646,-1.0920859,1
12.6100000,3.8860157,0.0260906,-2.0483828,1
12.7100000,4.0191792,0.0017642,-1.5024388,0
12.8100000,4.1408202,-0.0163850,-0.9060811,1
12.9100000,3.9737604,-0.0077317,-1.9088914,1
13.0100000,4.1171512,-0.0047604,-1.3024591,1
13.1100000,3.9560864,-0.0031397,-2.2709282,1
13.2100000,4.1090809,-0.0042898,-1.7417549,1
13.3100000,4.2788111,-0.0193869,-1.1355462,1
13.4100000,4.0825583,-0.0320491,-2.0787806,1
13.5100000,4.2134029,0.0276444,-1.4350808,1
13.6100000,4.0752166,0.0159249,-2.3964391,1
13.7100000,4.2185129,0.0009215,-1.7209065,1
13.8100000,4.3938550,0.0058936,-1.0765744,1
13.9100000,4.2295743,-0.0068859,-2.0375605,1
14.0100000,4.3864942,0.0067151,-1.3709069,1
14.1100000,4.1948590,-0.0091707,-2.3394658,1
14.2100000,4.3955970,-0.0427144,-1.6141917,1
14.3100000,4.5137677,-0.0087801,-0.9662238,1
14.4100000,4.3707244,-0.0050869,-1.9557725,1
14.5100000,4.5817647,0.0110660,-1.2422103,1
14.6100000,4.3847926,-0.0191544,-2.1586230,0
14.7100000,4.5183174,0.0086918,-1.3529774,1
14.8100000,4.3377077,-0.0039016,-2.3210791,1
14.9100000,4.5520833,-0.0105971,-1.5973939,1
15.0100000,4.3662315,0.0231177,-2.5690678,1
15.1100000,4.5527939,0.0215354,-1.7763350,1
15.2100000,4.7162579,-0.0116550,-1.0545427,1
15.3100000,4.6013552,-0.0048904,-2.0166020,0
15.4100000,4.7550252,0.0485629,-1.2431524,1
15.5100000,4.6017172,-0.0464861,-2.2018900,1
15.6100000,4.8202120,-0.0325146,-1.3381428,1
15.7100000,4.6455296,-0.0166583,-2.3023086,1
15.8100000,4.8205064,-0.0122211,-1.4455672,1
15.9100000,4.6283388,0.0388863,-2.4462642,1
16.0100000,4.8386973,-0.0098921,-1.5585273,1
16.1100000,4.6571021,-0.0044316,-2.4899165,1
16.2100000,4.8744538,0.0017052,-1.6795137,1
16.3100000,4.6857193,-0.0074875,-2.6166932,1
16.4100000,4.8872061,-0.0278477,-1.7624650,1
16.5100000,4.7157635,0.0085621,-2.6948133,1
16.6100000,4.9000255,0.0371949,-1.8542758,1
16.7100000,4.7418753,-0.0043781,-2.8479786,1
16.8100000,4.9746670,0.0078079,-1.8718049,1
16.9100000,4.7818059,0.0229472,-2.8776964,1
17.0100000,5.0099650,-0.0276909,-1.8986464,1
17.1100000,4.8499434,-0.0049861,-2.8292166,1
17.2100000,5.0540953,-0.0499348,-1.8604750,1
17.3100000,4.8664363,0.0252513,-2.8425264,1
17.4100000,5.0904479,0.0013599,-1.9231017,1
17.5100000,4.9206754,-0.0241559,-2.8956922,1
17.6100000,5.1841380,0.0073701,-1.9176729,1
17.7100000,4.9767813,-0.0007683,-2.8823553,1
17.8000000,5.2106140,-0.0053442,-1.7200140,1
17.9000000,5.0604383,-0.0061751,-2.6759695,1
18.0000000,5.2610038,0.0088048,-1.6816056,1
18.1000000,5.0976357,0.0390714,-2.6075772,1
18.2000000,5.3454366,0.0306019,-1.5340878,1
18.3000000,5.1481852,0.0021989,-2.5338717,0
18.4000000,5.3963918,0.0220725,-1.4542410,1
18.5000000,5.2287219,-0.0051497,-2.4332407,1
18.6000000,5.5532586,0.0097607,-1.3760116,1
18.7000000,5.2671618,0.0307413,-2.3553131,1
18.8000000,5.4996754,0.0257937,-1.2424381,1
18.9000000,5.3516623,0.0302705,-2.2457217,0
19.0000000,5.5900040,-0.0032975,-1.1069574,1
19.1000000,5.4403386,0.0021853,-2.0437227,1
19.2000000,5.2708775,0.0071024,-3.0025895,1
19.3000000,5.5083541,-0.0023904,-1.8843235,1
19.4000000,5.3534345,0.0051159,-2.8368797,1
19.5000000,5.5598391,-0.0005698,-1.7097202,1
19.6000000,5.4549145,0.0337468,-2.6783893,1
19.7000000,5.6487463,-0.0371446,-1.5086064,1
19.8000000,5.4834362,-0.0258821,-2.4774100,1
19.9000000,5.7244535,0.0007373,-1.3219981,1
20.0000000,5.5626626,-0.0116950,-2.3404743,1
20.1000000,5.3725007,-0.1643036,-3.2982057,1
20.2000000,5.6140587,-0.1803139,-2.0276727,1
20.3000000,5.4144771,-0.3750160,-2.9676383,1
20.4000000,5.7400811,-0.2882054,-1.5292363,1
20.5000000,5.5828384,-0.4813622,-2.4373438,1
20.6000000,5.3728771,-0.6921683,-3.3633612,1
20.7000000,5.7217420,-0.4712160,-1.7213575,1
20.8000000,5.4805239,-0.7071800,-2.6350528,1
20.9000000,5.3286735,-0.9261099,-3.5416580,1
21.0000000,5.6977409,-0.6090200,-1.6882190,1
21.1000000,5.4974806,-0.9076483,-2.5883308,0
21.2000000,5.3593982,-1.1764156,-3.4784260,1
21.3000000,5.8013522,-0.6637345,-1.3508389,1
21.4000000,5.6070211,-0.9965970,-2.2500373,1
21.5000000,5.3671742,-1.2621619,-3.2022508,1
21.6000000,5.2004061,-1.5858358,-4.0983373,1
21.7000000,5.6682160,-0.9520202,-1.8081456,1
21.8000000,5.4980035,-1.2583276,-2.7150026,1
21.9000000,5.2506380,-1.5616309,-3.6529925,1
22.0000000,5.8100709,-0.8812197,-1.2414774,1
22.1000000,5.6218572,-1.2017124,-2.1559065,0
22.2000000,5.4079231,-1.5296057,-3.0712169,1
22.3000000,5.2039543,-1.8066001,-3.9919660,1
22.4000000,5.7890822,-1.0503911,-1.4315604,1
22.5000000,5.5743773,-1.3955295,-2.2944478,1
22.6000000,5.3428760,-1.7176582,-3.2008951,1
22.7000000,5.1316340,-2.0084908,-4.1069852,1
22.8000000,5.7616833,-1.2079769,-1.4540009,1
22.9000000,5.5559104,-1.5029399,-2.3833482,1
23.0000000,5.3376832,-1.8419404,-3.2766443,1
23.1000000,5.0908089,-2.2053153,-4.2214786,1
23.2000000,5.7230366,-1.3219460,-1.5179495,1
23.3000000,5.5791112,-1.6145987,-2.3583617,1
23.4000000,5.3338124,-1.9870615,-3.3005368,1
23.5000000,5.0634998,-2.3257434,-4.1676819,1
23.6000000,5.7916853,-1.3480148,-1.3071397,1
23.7000000,5.5406022,-1.6505790,-2.1939449,1
23.8000000,5.3221579,-2.0533536,-3.1059339,1
23.9000000,5.1028501,-2.3836939,-4.0060052,1
24.0000000,5.8763307,-1.3611861,-1.0471215,1
24.1000000,5.6291891,-1.7071183,-1.9219810,1
24.2000000,5.3766804,-2.0213757,-2.8245459,1
24.3000000,5.1660751,-2.4011390,-3.6882312,1
24.4000000,4.9188954,-2.7167747,-4.6029803,1
24.5000000,5.6859217,-1.6488572,-1.5424524,1
24.6000000,5.4450151,-2.0279235,-2.4024076,1
24.7000000,5.2452711,-2.3852422,-3.3323310,1
24.8000000,4.9703557,-2.7322403,-4.2536900,1
24.9000000,5.8158829,-1.6065704,-1.0994779,1
25.0000000,5.5992364,-1.9347462,-2.0370844,1
25.1000000,5.2880405,-2.3450826,-2.8993702,1
25.2000000,5.0575328,-2.6865824,-3.7501140,1
25.3000000,4.8223893,-3.0071642,-4.6899631,1
25.4000000,5.7608714,-1.8859085,-1.4726007,1
25.5000000,5.4405233,-2.2200168,-2.3744138,1
25.6000000,5.1767781,-2.5479964,-3.2421790,1
25.7000000,4.9465771,-2.9475431,-4.1736666,0
25.8000000,4.6665050,-3.2694592,-5.0104130,1
25.9000000,5.6806123,-2.1292075,-1.7189447,1
26.0000000,5.4050531,-2.4480057,-2.6143930,1
26.1000000,5.1114165,-2.7954044,-3.5130594,1
26.2000000,4.8543622,-3.1183813,-4.3877821,1
26.3000000,5.8295118,-1.9531597,-0.9773236,1
26.4000000,5.5258919,-2.2978940,-1.8876290,1
26.5000000,5.2560664,-2.6145199,-2.8112426,0
26.6000000,5.0194706,-2.9801533,-3.6767036,1
26.7000000,4.7504103,-3.3168263,-4.5864695,0
26.8000000,5.7523904,-2.0993792,-1.0703807,1
26.9000000,5.5205371,-2.4513152,-1.9828135,1
27.0000000,5.2507444,-2.7876696,-2.8831211,1
27.1000000,4.9555473,-3.0886252,-3.7567078,1
27.2000000,4.6717110,-3.4479716,-4.6227726,1
27.3000000,5.7438947,-2.2197686,-1.0741371,1
27.4000000,5.4974211,-2.5622943,-1.9717414,1
27.5000000,5.1605474,-2.8827050,-2.8407783,1
27.6000000,4.9030788,-3.2335205,-3.7417905,1
27.7000000,4.5928284,-3.5556696,-4.6292813,0
27.8000000,5.7364651,-2.3100449,-1.0121692,1
27.9000000,5.4479589,-2.6390505,-1.8725422,1
28.0000000,5.2176833,-2.9954966,-2.7279078,1
28.1000000,4.8460168,-3.3028926,-3.6438076,1
28.2000000,4.6274281,-3.6870593,-4.4804291,1
28.3000000,4.3303756,-3.9689012,-5.4047955,1
28.4000000,5.5381948,-2.6491124,-1.5967538,1
28.5000000,5.2341568,-3.0074755,-2.4969731,1
28.6000000,4.9720696,-3.3454639,-3.3439442,1
28.7000000,4.5919763,-3.6584114,-4.2537678,1
28.8000000,4.3414350,-4.0499470,-5.1184280,1
28.9000000,5.6018464,-2.6704531,-1.2555021,1
29.0000000,5.3301602,-3.0037120,-2.0994062,1
29.1000000,5.0491811,-3.3512723,-2.9823519,1
29.2000000,4.7261571,-3.6849092,-3.8433777,1
29.3000000,4.3731436,-4.0266810,-4.7041128,1
29.4000000,4.0872327,-4.3593927,-5.5889142,1
29.5000000,5.4357690,-3.0014626,-1.6687762,1
29.6000000,5.1046340,-3.3075031,-2.5476656,1
29.7000000,4.8251277,-3.6454490,-3.4319831,1
29.8000000,4.4690080,-3.9907391,-4.3178794,1
29.9000000,4.1585869,-4.3056809,-5.1500862,1
30.0000000,5.5703859,-2.8410058,-1.0434841,1
30.1000000,5.2866367,-3.2132467,-1.9238343,1
30.2000000,4.9911278,-3.5137139,-2.7796058,1
30.3000000,4.6557626,-3.9181937,-3.6818166,1
30.4000000,4.3451840,-4.2426923,-4.4929516,1
30.5000000,3.9825341,-4.5160853,-5.4372250,1
30.6000000,5.4900146,-3.0408845,-1.1887505,1
30.7000000,5.1552189,-3.3892883,-2.0482664,1
30.8000000,4.8673084,-3.7799395,-2.9510606,1
30.9000000,4.4986585,-4.0699118,-3.8440768,0
31.0000000,4.1949658,-4.4204511,-4.7260592,1
31.1000000,3.8495712,-4.7471551,-5.5450470,1
31.2000000,5.4203728,-3.2603206,-1.2690398,1
31.3000000,5.0923707,-3.5882502,-2.1764860,1
31.4000000,4.7786947,-3.9300712,-3.0195340,1
31.5000000,4.4701797,-4.2470610,-3.8653259,1
31.6000000,4.1024250,-4.5899222,-4.7287790,1
31.7000000,3.7589273,-4.9246663,-5.6379191,1
31.8000000,5.3829319,-3.3724604,-1.2049495,1
31.9000000,5.0650051,-3.6963639,-2.0598981,1
32.0000000,4.7014822,-4.0010153,-2.8976727,1
32.1000000,4.3650084,-4.3593630,-3.7761268,1
32.2000000,3.9949647,-4.7146525,-4.6302320,1
32.3000000,3.6661344,-5.0189672,-5.4798712,1
32.4000000,5.3779212,-3.4431390,-0.9736610,1
32.5000000,5.0454156,-3.7925003,-1.8394139,1
32.6000000,4.7248969,-4.1357723,-2.7141251,1
32.7000000,4.3596197,-4.4518498,-3.5549660,1
32.8000000,3.9797428,-4.7468537,-4.4458790,1
32.9000000,3.6706396,-5.1554356,-5.2942927,1
33.0000000,3.2775323,-5.4282111,-6.1587302,1
33.1000000,5.1161877,-3.7953074,-1.5178269,1
33.2000000,4.7799135,-4.1378905,-2.3400067,1
33.3000000,4.4098176,-4.4782789,-3.1848665,1
33.4000000,4.0703270,-4.7803337,-4.0333200,1
33.5000000,3.6956629,-5.0934261,-4.9183754,1
33.6000000,3.3232138,-5.4401779,-5.7423059,1
33.7000000,5.2844405,-3.7211912,-0.9585111,1
33.8000000,4.9267509,-4.1015726,-1.8239935,1
33.9000000,4.5582158,-4.4152353,-2.6483926,1
34.0000000,4.1731047,-4.7193806,-3.5178173,0
34.1000000,3.7824057,-5.0766082,-4.3645123,1
34.2000000,3.4479886,-5.3966985,-5.2054328,1
34.3000000,3.0400768,-5.7318834,-6.0512919,1
34.4000000,5.1004330,-3.9926009,-1.1780669,1
34.5000000,4.6815829,-4.3131750,-2.0229625,1
34.6000000,4.3950322,-4.6299886,-2.8920390,1
34.7000000,4.0010341,-4.9734244,-3.7190710,1
34.8000000,3.5828060,-5.3038392,-4.5497490,1
34.9000000,3.1944817,-5.6170082,-5.4309512,1
35.0000000,2.8114778,-5.9731659,-6.2528255,1
35.1000000,4.9689559,-4.1770554,-1.2190915,0
35.2000000,4.5663509,-4.5301650,-2.0852958,1
35.3000000,4.1895327,-4.8794782,-2.8927203,1
35.4000000,3.8399539,-5.1936540,-3.7674020,1
35.5000000,3.4106048,-5.4778905,-4.5726340,1
35.6000000,3.0458455,-5.8348582,-5.4800229,1
35.7000000,2.6542949,-6.1366247,-6.2899452,1
35.8000000,4.8919437,-4.3225722,-1.1182968,1
35.9000000,4.5423846,-4.6242887,-1.9507762,1
36.0000000,4.1512129,-4.9264341,-2.7702124,1
36.1000000,3.7515760,-5.2687945,-3.6481588,1
36.2000000,3.3170019,-5.5964458,-4.5127144,1
36.3000000,2.9652721,-5.8945872,-5.3241066,1
36.4000000,2.5556502,-6.2313334,-6.2301954,1
36.5000000,4.9676622,-4.3761939,-0.7899984,1
36.6000000,4.5019495,-4.7256994,-1.6662816,1
36.7000000,4.1439228,-5.0156970,-2.5135611,1
36.8000000,3.7133808,-5.3209032,-3.3562588,1
36.9000000,3.3310212,-5.6456108,-4.1565222,1
37.0000000,2.9192451,-5.9609808,-4.9735976,1
37.1000000,2.4571164,-6.3029483,-5.8379975,1
37.2000000,2.0907457,-6.5729289,-6.6938968,1
37.3000000,4.6630834,-4.7043761,-1.2191217,1
37.4000000,4.2529758,-5.0350537,-2.0508319,1
37.5000000,3.7934335,-5.3483795,-2.8601875,1
37.6000000,3.4198752,-5.6482359,-3.7602876,1
37.7000000,2.9333805,-5.9578598,-4.5651086,1
37.8000000,2.5226182,-6.2771474,-5.3847208,1
37.9000000,2.1463689,-6.5609801,-6.2157967,1
38.0000000,1.7284197,-6.9396142,-7.0660459,1
38.1000000,4.3748653,-4.9449408,-1.4371369,1
38.2000000,3.9639230,-5.2673456,-2.2297277,1
38.3000000,3.5135822,-5.5969200,-3.0821597,1
38.4000000,3.1453299,-5.8853969,-3.8950472,1
38.5000000,2.7344865,-6.2303237,-4.7041563,1
38.6000000,2.2709331,-6.4956955,-5.5222364,1
38.7000000,1.8333724,-6.8398377,-6.3848927,1
38.8000000,4.6572211,-4.8248847,-0.6099100,1
38.9000000,4.2157254,-5.1330225,-1.4280807,1
39.0000000,3.7466407,-5.4626171,-2.2661062,1
39.1000000,3.3339787,-5.7606890,-3.0645416,1
39.2000000,2.9327352,-6.0928765,-3.9195503,1
39.3000000,2.4787811,-6.3945922,-4.7121772,1
39.4000000,2.0223063,-6.7167214,-5.5748545,1
39.5000000,1.5997788,-7.0259569,-6.3621520,1
39.6000000,1.1346237,-7.3186710,-7.2262541,1
39.7000000,4.1217309,-5.2666200,-1.2720143,1
39.8000000,3.7115698,-5.5526799,-2.1079750,1
39.9000000,3.2702621,-5.8812006,-2.9295808,1
40.0000000,2.8122621,-6.1869620,-3.7761371,1
40.1000000,2.6623989,-6.2736081,-4.7055278,1
40.2000000,2.6098856,-6.3811569,-5.6476489,1
40.3000000,2.4760107,-6.4072196,-6.6343810,1
40.4000000,4.6102593,-4.9302611,-0.8354455,0
40.5000000,4.4096014,-5.0227749,-1.7581548,1
40.6000000,4.2577602,-5.1609059,-2.7112135,1
40.7000000,4.0885959,-5.2836568,-3.6152310,1
40.8000000,4.8614438,-4.6839386,-0.4591354,1
40.9000000,4.6758574,-4.8394640,-1.4085127,1
41.0000000,4.5415871,-4.9227314,-2.3387482,1
41.1000000,4.8709190,-4.7050115,-0.5047941,1
41.2000000,4.7486032,-4.7683049,-1.4403007,1
41.3000000,4.9433707,-4.6284263,-0.3105951,1
41.4000000,4.7948750,-4.7324426,-1.2364504,1
41.5100000,4.9052722,-4.6702494,-0.5699447,1
41.6100000,4.8105693,-4.7175900,-1.4655035,0
41.7100000,4.8779746,-4.6659088,-1.0130906,1
41.8100000,4.9422498,-4.6230687,-0.7000468,1
41.9100000,4.9364916,-4.6319109,-0.4994783,1
42.0100000,4.9587412,-4.6464190,-0.4700488,1
42.1100000,4.9192784,-4.6203321,-0.5464494,1
42.2100000,4.9215271,-4.5764211,-0.7495343,1
42.3100000,4.9377527,-4.5877247,-0.2633852,1
42.4100000,4.9413362,-4.6126128,-0.5688411,1
42.5100000,4.9603328,-4.5867484,-0.3345162,1
42.6100000,4.9720446,-4.6352887,-0.3650125,1
42.7100000,4.9560588,-4.5831548,-0.3483736,1
42.8100000,4.9707333,-4.6129622,-0.1669917,1
42.9100000,4.9454453,-4.6154200,-0.3665415,1
43.0100000,4.9477726,-4.6095774,-0.0054908,1
43.1100000,4.9516251,-4.5946549,-0.1267611,1
43.2100000,4.9539808,-4.5726765,-0.0405876,0
43.3100000,4.9723024,-4.6284056,-0.0291988,1
43.4100000,4.9601163,-4.5462229,0.0206453,1
43.5100000,4.9755544,-4.6350547,-0.0245331,1
43.6100000,4.9608317,-4.5588009,0.0058734,1
43.7100000,4.9680333,-4.6172426,-0.0493825,1
43.8100000,4.9637259,-4.5732202,-0.0202891,1
43.9100000,4.9688040,-4.6058875,-0.0337418,1
44.0100000,4.9774747,-4.5711135,-0.0139287,1
44.1100000,4.9663612,-4.5847708,-0.0160500,1
44.2100000,4.9714826,-4.6126996,0.0143044,1
44.3100000,4.9879531,-4.6024671,0.0175743,1
44.4100000,4.9667973,-4.6085682,-0.0080170,1
44.5100000,4.9825270,-4.6285293,0.0001524,1
44.6100000,4.9872540,-4.5875398,-0.0076940,1
44.7100000,4.9678062,-4.6099733,0.0313097,1
44.8100000,4.9388515,-4.6125702,-0.0005424,1
44.9100000,4.9517057,-4.6225054,0.0096413,1
45.0100000,4.9505684,-4.5887325,-0.0265824,1
45.1100000,4.9534218,-4.5944898,-0.0053410,0
45.2100000,4.9678564,-4.6267680,-0.0159646,1
45.3100000,4.9664626,-4.6034528,0.0044033,1
45.4100000,4.9872749,-4.5644962,0.0053620,0
45.5100000,4.9611988,-4.6205873,-0.0009593,1
45.6100000,4.9431377,-4.6139619,-0.0023386,1
45.7100000,4.9557024,-4.6100284,0.0052192,1
45.8100000,4.9485905,-4.5865526,-0.0058442,1
45.9100000,4.9826935,-4.6226385,0.0116853,1
46.0100000,4.9290965,-4.6010289,-0.0345194,1
46.1100000,4.9922234,-4.6010875,0.0193945,1
46.2100000,5.0095090,-4.6175279,0.0109536,1
46.3100000,5.0107349,-4.6625233,0.0081504,1
46.4100000,4.9363889,-4.6109034,0.0196033,1
46.5100000,4.9795499,-4.6214346,-0.0214211,1
46.6100000,4.9820798,-4.5958231,-0.0239633,1
46.7100000,4.9776240,-4.5967776,-0.0191631,1
46.8100000,4.9422091,-4.6174687,-0.0261495,1
46.9100000,4.9723975,-4.6147039,-0.0034464,1
47.0100000,4.9522978,-4.6124563,0.0087370,1
47.1100000,4.9670451,-4.5930002,-0.0210371,1
47.2100000,4.9851670,-4.6329170,0.0046518,1
47.3100000,4.9537492,-4.6281145,-0.0302051,1
47.4100000,4.9709341,-4.6481500,-0.0122779,1
47.5100000,4.9756305,-4.5874242,0.0069082,1
47.6100000,4.9479908,-4.5778584,-0.0175685,1
47.7100000,4.9789578,-4.6084362,-0.0175681,1
47.8100000,4.9574419,-4.5935180,-0.0093528,1
47.9100000,4.9397328,-4.5875069,-0.0114819,1
48.0100000,4.9430806,-4.5832828,0.0057954,1
48.1100000,4.9407831,-4.6031898,-0.0051309,0
48.2100000,4.9577693,-4.6188320,0.0206497,1
48.3100000,4.9565985,-4.5892826,0.0075051,1
48.4100000,4.9468393,-4.6561197,-0.0052277,1
48.5100000,4.9556646,-4.5841603,0.0150705,1
48.6100000,4.9662003,-4.5898989,0.0524213,1
48.7100000,4.9552852,-4.5948155,0.0061458,1
48.8100000,4.9431970,-4.6107144,-0.0064214,1
48.9100000,4.9774079,-4.6132937,-0.0007779,1
49.0100000,4.9713988,-4.6346037,-0.0034945,1
49.1100000,4.9752522,-4.6209201,-0.0508966,1
49.2100000,4.9705950,-4.6210309,-0.0157472,1
49.3100000,4.9597297,-4.6201947,0.0297278,1
49.4100000,4.9984363,-4.5979794,-0.0102681,1
49.5100000,4.9639495,-4.6106540,0.0213900,1
49.6100000,4.9926427,-4.6056162,0.0088733,1
49.7100000,4.9617162,-4.6108961,0.0033347,1
49.8100000,4.9370355,-4.6020998,-0.0093283,1
49.9100000,4.9489191,-4.6147613,0.0089435,1
50.0100000,4.9516510,-4.5933843,-0.0137090,1
