# AUV Synthetic IMU  — timestamp,ax,ay,az,gx,gy,gz
timestamp,ax,ay,az,gx,gy,gz
2.2700000,-1.0467496,-0.0615508,-9.7159836,0.0032893,-0.0101773,0.0056183
2.2800000,-0.8784764,-0.0758178,-9.5682454,-0.0075512,-0.0072235,0.0003662
2.2900000,-0.9403231,-0.0736111,-9.7294298,-0.0076834,-0.0114129,-0.0017111
2.3000000,-0.9429316,-0.0417582,-9.7248738,-0.0018334,-0.0020513,0.0006150
2.3100000,-0.8293158,-0.0568581,-9.6950967,-0.0015525,-0.0072435,0.0009140
2.3200000,-1.0352115,0.0186615,-9.7541340,0.0008229,-0.0086869,0.0001162
2.3300000,-0.8810970,0.0152680,-9.6848796,-0.0003357,-0.0075946,0.0004567
2.3400000,-0.9421325,-0.0782047,-9.7028253,0.0019001,-0.0095458,0.0014200
2.3500000,-0.9673676,0.0268613,-9.7418246,-0.0047245,-0.0097031,0.0013144
2.3600000,-0.8799586,0.0152127,-9.7629405,0.0012860,-0.0046343,0.0027128
2.3700000,-0.9486435,-0.0214256,-9.6128411,-0.0023807,-0.0085609,0.0036615
2.3800000,-0.9971841,-0.0104564,-9.7055000,0.0008251,-0.0079955,0.0028464
2.3900000,-0.8808879,0.0263064,-9.7458726,-0.0036584,-0.0065310,-0.0035360
2.4000000,-0.9889648,-0.0099849,-9.7077683,-0.0014222,-0.0051245,0.0012884
2.4100000,-0.9884029,-0.0226368,-9.7505403,-0.0023487,-0.0024428,-0.0047545
2.4200000,-1.0434781,0.0377392,-9.6253053,-0.0012027,-0.0091963,-0.0008281
2.4300000,-1.0422116,-0.0897515,-9.7212997,-0.0012561,-0.0037013,-0.0054727
2.4400000,-0.9977174,-0.1030898,-9.7638227,0.0000574,-0.0099278,0.0014768
2.4500000,-1.0667178,0.0594441,-9.7355602,0.0047809,-0.0034234,0.0051573
2.4600000,-1.0174367,0.0097623,-9.7478947,-0.0002319,-0.0040293,0.0004955
2.4700000,-0.9910791,-0.0759516,-9.7356772,0.0026818,-0.0075383,-0.0017501
2.4800000,-1.0811640,-0.0062957,-9.7179343,-0.0010624,-0.0085550,0.0051515
2.4900000,-0.9526388,0.0009202,-9.7304648,-0.0035618,-0.0088272,-0.0016849
2.5000000,-1.0022371,-0.0461909,-9.6675571,0.0031175,-0.0136021,-0.0005179
2.5100000,-1.0849381,-0.0430091,-9.7262642,-0.0015762,-0.0132261,0.0016956
2.5200000,-1.0267020,-0.0487884,-9.6969024,-0.0041675,-0.0047811,0.0007993
2.5300000,-1.0643579,-0.0081855,-9.6533272,0.0020825,-0.0070378,-0.0039537
2.5400000,-1.0337313,-0.0542052,-9.7004822,0.0024556,-0.0110076,0.0026369
2.5500000,-1.0279185,0.0374748,-9.7230930,-0.0009757,-0.0051547,-0.0006649
2.5600000,-0.9740132,0.0075134,-9.6715522,-0.0054631,-0.0080205,-0.0001682
2.5700000,-1.0293012,0.0133290,-9.6876430,-0.0028789,-0.0092070,-0.0005754
2.5800000,-0.9643515,0.0501485,-9.6818655,-0.0012221,0.0014886,-0.0012822
2.5900000,-1.0197438,0.0311394,-9.8378517,-0.0034150,-0.0111983,-0.0025512
2.6000000,-1.0651012,-0.0422742,-9.7539297,0.0032741,-0.0027815,-0.0035185
2.6100000,-1.0234149,0.0101064,-9.7003362,-0.0018580,-0.0124378,0.0038483
2.6200000,-0.9838561,-0.0687804,-9.7667057,-0.0012745,-0.0030726,-0.0029159
2.6300000,-1.0683904,0.0152058,-9.6641926,-0.0023173,-0.0027934,-0.0004808
2.6400000,-0.9585834,0.0640788,-9.7160994,0.0002791,-0.0098939,-0.0020032
2.6500000,-1.0331198,0.0298530,-9.6732834,0.0037320,-0.0088359,0.0015701
2.6600000,-0.9902158,-0.0015331,-9.7143347,-0.0027161,-0.0018677,0.0035315
2.6700000,-1.0651618,-0.0164355,-9.7189604,-0.0019804,0.0001839,-0.0043185
2.6800000,-1.0273103,0.1325275,-9.7572707,0.0012298,-0.0059887,0.0046428
2.6900000,-1.0721773,0.0160510,-9.6840811,0.0007257,-0.0070129,0.0064429
2.7000000,-1.0199251,0.0527439,-9.7131221,-0.0026654,-0.0082003,0.0007864
2.7100000,-0.9372422,0.0646612,-9.7410979,-0.0008696,-0.0124854,0.0048212
2.7200000,-1.1114337,-0.0125789,-9.7644707,-0.0006393,-0.0043891,0.0006885
2.7300000,-0.9244742,-0.0373525,-9.8026141,-0.0025021,-0.0082929,-0.0011980
2.7400000,-1.0625441,-0.0843756,-9.6748847,0.0010605,-0.0074938,-0.0005713
2.7500000,-1.1241494,-0.0554026,-9.7440756,0.0017672,-0.0121931,-0.0003858
2.7600000,-1.0077572,0.0076829,-9.6879492,-0.0034049,-0.0079940,0.0007643
2.7700000,-1.0945312,0.0594730,-9.6929237,0.0002813,-0.0076260,-0.0028465
2.7800000,-1.0980734,-0.0720851,-9.5942594,0.0004608,-0.0091215,0.0024088
2.7900000,-1.0743899,-0.0106571,-9.5708886,0.0056447,-0.0069698,0.0017234
2.8000000,-1.1259825,-0.0614885,-9.6440686,0.0026656,-0.0079227,-0.0030246
2.8100000,-1.0653521,-0.0253173,-9.7692769,-0.0000699,-0.0122947,0.0015800
2.8200000,-1.0971582,-0.0038347,-9.6073298,-0.0074494,-0.0064944,-0.0035401
2.8300000,-1.1121111,-0.0132773,-9.6608643,0.0046265,-0.0034545,0.0029944
2.8400000,-1.1198244,0.0143533,-9.6756851,0.0019944,-0.0104191,0.0009512
2.8500000,-1.0712561,0.0120229,-9.6074139,0.0011988,-0.0042797,-0.0029642
2.8600000,-1.0805908,-0.0078199,-9.6046175,0.0035737,-0.0115633,-0.0011141
2.8700000,-1.1128898,0.0708954,-9.6851365,-0.0012432,-0.0005147,-0.0069868
2.8800000,-1.0805461,0.0451380,-9.7344898,0.0018987,-0.0095772,-0.0041227
2.8900000,-1.0868298,0.0787518,-9.8250183,-0.0009041,-0.0076141,-0.0019009
2.9000000,-1.1998903,-0.0128411,-9.7851436,0.0024034,-0.0130637,0.0037456
2.9100000,-1.1496275,0.1232672,-9.7195336,-0.0051652,-0.0046844,-0.0021104
2.9200000,-1.0360543,-0.0365174,-9.6299072,0.0009025,-0.0072781,0.0001047
2.9300000,-1.1092786,-0.0338735,-9.6877757,-0.0022041,-0.0036701,-0.0053352
2.9400000,-1.0962481,0.0596792,-9.7403345,0.0003593,-0.0123658,0.0060353
2.9500000,-1.0942784,0.0808516,-9.6008461,-0.0027154,-0.0068670,0.0001781
2.9600000,-1.1600622,0.0178218,-9.6385818,0.0026581,-0.0053252,-0.0006428
2.9700000,-1.0921166,-0.0697238,-9.7001473,-0.0050086,-0.0007045,0.0000321
2.9800000,-1.0646633,0.0391247,-9.6901444,0.0002928,-0.0074723,-0.0043763
