timestamp,px_m,py_m,pz_m,vx_ms,vy_ms,vz_ms,roll_deg,pitch_deg,yaw_deg,speed_horiz_ms,speed_total_ms,distance_total_m,depth_m,std_pos_m,std_vel_ms,std_att_deg,upd_imu,upd_dvl,upd_depth,upd_gps,upd_mag
0.170000,-1.312448,1.794559,0.089946,0.010934,-0.001952,-0.001993,179.624513,-2.070392,17.767810,0.011106,0.011284,2.229348,0.089946,0.365202,0.027400,1.337790,1,0,0,0,0
0.180000,-1.312351,1.794611,0.089969,0.009470,-0.001067,-0.002189,179.622040,-2.067160,17.767741,0.009530,0.009778,2.229461,0.089969,0.365204,0.029241,1.337801,1,0,0,0,0
0.190000,-1.312264,1.794650,0.089995,0.006997,-0.001036,-0.001583,179.621792,-2.060782,17.766511,0.007074,0.007249,2.229559,0.089995,0.365205,0.031134,1.337811,1,0,0,0,0
0.200000,-1.307800,1.796689,0.088650,0.071303,-0.009220,0.005915,-179.350921,0.109769,17.420247,0.071897,0.072140,2.234648,0.088650,0.365201,0.015997,0.775020,1,1,0,0,1
0.210000,-1.307148,1.796991,0.088590,0.073499,-0.008978,0.005640,-179.351414,0.117580,17.418902,0.074045,0.074260,2.235369,0.088590,0.365201,0.016837,0.775041,1,0,0,0,0
0.220000,-1.306474,1.797298,0.088533,0.076112,-0.009370,0.005731,-179.349917,0.121869,17.418911,0.076687,0.076901,2.236112,0.088533,0.365202,0.017719,0.775062,1,0,0,0,0
0.230000,-1.305776,1.797615,0.088476,0.078290,-0.010199,0.005378,-179.350795,0.126145,17.417906,0.078952,0.079134,2.236881,0.088476,0.365203,0.018630,0.775083,1,0,0,0,0
0.240000,-1.305060,1.797948,0.088421,0.080553,-0.011309,0.005362,-179.351851,0.131244,17.418070,0.081343,0.081520,2.237672,0.088421,0.365204,0.019574,0.775104,1,0,0,0,0
0.250000,-1.304325,1.798297,0.088367,0.082128,-0.010782,0.004664,-179.352400,0.136218,17.421146,0.082833,0.082964,2.238487,0.088367,0.365205,0.020535,0.775125,1,0,0,0,0
0.260000,-1.303574,1.798646,0.088320,0.084062,-0.011629,0.003204,-179.354565,0.136584,17.421055,0.084863,0.084923,2.239317,0.088320,0.365206,0.021510,0.775146,1,0,0,0,0
0.270000,-1.302807,1.799009,0.088287,0.086678,-0.012412,0.002885,-179.355482,0.137670,17.421975,0.087562,0.087610,2.240166,0.088287,0.365207,0.022515,0.775168,1,0,0,0,0
0.280000,-1.302018,1.799388,0.088257,0.089226,-0.013423,0.002745,-179.356080,0.141246,17.422527,0.090230,0.090271,2.241042,0.088257,0.365209,0.023538,0.775189,1,0,0,0,0
0.290000,-1.301207,1.799783,0.088229,0.090303,-0.014057,0.003504,-179.358990,0.145797,17.422982,0.091390,0.091458,2.241945,0.088229,0.365211,0.024585,0.775210,1,0,0,0,0
0.300000,-1.299494,1.801686,0.086291,0.104692,-0.026223,0.009999,-178.961734,0.368275,17.421202,0.107926,0.108388,2.245156,0.086291,0.365206,0.014802,0.562313,1,1,0,0,0
0.310000,-1.298575,1.802251,0.086189,0.106851,-0.027370,0.010222,-178.961487,0.374178,17.422147,0.110300,0.110773,2.246239,0.086189,0.365206,0.015367,0.562342,1,0,0,0,0
0.320000,-1.297639,1.802833,0.086085,0.109677,-0.028074,0.009794,-178.959381,0.380351,17.422562,0.113213,0.113636,2.247347,0.086085,0.365207,0.015944,0.562372,1,0,0,0,0
0.330000,-1.296678,1.803431,0.085985,0.111538,-0.029397,0.009269,-178.960535,0.385271,17.419235,0.115347,0.115719,2.248484,0.085985,0.365208,0.016534,0.562401,1,0,0,0,0
0.340000,-1.295702,1.804047,0.085890,0.113025,-0.030373,0.009474,-178.960077,0.389534,17.417049,0.117035,0.117417,2.249641,0.085890,0.365209,0.017142,0.562430,1,0,0,0,0
0.350000,-1.294716,1.804676,0.085793,0.114353,-0.031574,0.008712,-178.960168,0.395833,17.419967,0.118632,0.118951,2.250815,0.085793,0.365210,0.017754,0.562459,1,0,0,0,0
0.360000,-1.293720,1.805321,0.085704,0.115834,-0.033850,0.009495,-178.963854,0.401201,17.423291,0.120679,0.121052,2.252004,0.085704,0.365211,0.018386,0.562489,1,0,0,0,0
0.370000,-1.292718,1.805993,0.085607,0.118223,-0.034587,0.010135,-178.964683,0.406758,17.422244,0.123178,0.123594,2.253215,0.085607,0.365213,0.019027,0.562518,1,0,0,0,0
0.380000,-1.291694,1.806678,0.085503,0.120052,-0.036171,0.010117,-178.968911,0.410304,17.420693,0.125382,0.125790,2.254451,0.085503,0.365214,0.019671,0.562547,1,0,0,0,0
0.390000,-1.290659,1.807384,0.085400,0.121824,-0.037529,0.010619,-178.967713,0.413918,17.417836,0.127474,0.127916,2.255709,0.085400,0.365216,0.020327,0.562576,1,0,0,0,0
0.400000,-1.288977,1.805581,0.086217,0.122876,-0.018783,0.007623,-179.371417,0.524426,17.420449,0.124304,0.124537,2.258306,0.086217,0.365211,0.013702,0.421750,1,1,0,0,1
0.410000,-1.287861,1.806129,0.086132,0.124151,-0.018221,0.007934,-179.370874,0.527056,17.418391,0.125481,0.125731,2.259552,0.086132,0.365212,0.014109,0.421789,1,0,0,0,0
0.420000,-1.286732,1.806675,0.086043,0.125642,-0.018897,0.007848,-179.372425,0.531676,17.416842,0.127055,0.127297,2.260809,0.086043,0.365213,0.014523,0.421828,1,0,0,0,0
0.430000,-1.285591,1.807232,0.085955,0.126889,-0.019916,0.007257,-179.378116,0.536022,17.415279,0.128442,0.128647,2.262082,0.085955,0.365214,0.014942,0.421867,1,0,0,0,0
0.440000,-1.284441,1.807802,0.085873,0.127382,-0.020408,0.007666,-179.378685,0.542480,17.415572,0.129006,0.129234,2.263368,0.085873,0.365215,0.015371,0.421906,1,0,0,0,0
0.450000,-1.283287,1.808379,0.085786,0.128701,-0.021240,0.007933,-179.377743,0.546781,17.416102,0.130442,0.130683,2.264661,0.085786,0.365216,0.015807,0.421945,1,0,0,0,0
0.460000,-1.282124,1.808967,0.085697,0.130412,-0.021369,0.007869,-179.376588,0.553286,17.416908,0.132151,0.132385,2.265968,0.085697,0.365217,0.016246,0.421984,1,0,0,0,0
0.470000,-1.280945,1.809562,0.085608,0.130459,-0.020788,0.008202,-179.376114,0.554309,17.418144,0.132105,0.132359,2.267291,0.085608,0.365218,0.016693,0.422023,1,0,0,0,0
0.480000,-1.279763,1.810151,0.085516,0.132096,-0.021590,0.008101,-179.373805,0.559951,17.418824,0.133849,0.134094,2.268615,0.085516,0.365219,0.017142,0.422062,1,0,0,0,0
0.490000,-1.278568,1.810753,0.085424,0.132905,-0.022737,0.007599,-179.375716,0.563506,17.417617,0.134836,0.135049,2.269956,0.085424,0.365221,0.017594,0.422101,1,0,0,0,0
0.500000,-1.273913,1.811934,0.038778,0.158021,-0.020600,0.022031,-179.322683,0.970945,17.419427,0.159358,0.160874,2.316849,0.038778,0.365188,0.012711,0.369587,1,1,1,0,0
0.510000,-1.272471,1.812604,0.038533,0.159436,-0.021834,0.021570,-179.321987,0.975240,17.417406,0.160924,0.162364,2.318458,0.038533,0.365188,0.013020,0.369632,1,0,0,0,0
0.520000,-1.271020,1.813291,0.038293,0.161039,-0.022807,0.021606,-179.322836,0.978074,17.417761,0.162646,0.164075,2.320081,0.038293,0.365189,0.013336,0.369677,1,0,0,0,0
0.530000,-1.269556,1.813992,0.038052,0.162378,-0.023337,0.022177,-179.323601,0.981940,17.413662,0.164046,0.165538,2.321722,0.038052,0.365190,0.013658,0.369721,1,0,0,0,0
0.540000,-1.268081,1.814702,0.037805,0.163199,-0.024224,0.022267,-179.326828,0.985820,17.414929,0.164987,0.166483,2.323378,0.037805,0.365191,0.013982,0.369766,1,0,0,0,0
0.550000,-1.266601,1.815423,0.037557,0.164622,-0.024708,0.021183,-179.326246,0.988274,17.414050,0.166465,0.167808,2.325042,0.037557,0.365192,0.014306,0.369810,1,0,0,0,0
0.560000,-1.265108,1.816153,0.037320,0.166493,-0.025654,0.021208,-179.323475,0.991205,17.412069,0.168458,0.169788,2.326721,0.037320,0.365193,0.014638,0.369855,1,0,0,0,0
0.570000,-1.263601,1.816897,0.037082,0.166553,-0.025487,0.021472,-179.324061,0.994214,17.409973,0.168492,0.169854,2.328418,0.037082,0.365194,0.014974,0.369899,1,0,0,0,0
0.580000,-1.262092,1.817640,0.036842,0.167319,-0.025095,0.021290,-179.322981,0.997998,17.410402,0.169190,0.170524,2.330117,0.036842,0.365195,0.015311,0.369944,1,0,0,0,0
0.590000,-1.260576,1.818381,0.036603,0.168853,-0.026136,0.021082,-179.322402,1.001886,17.411968,0.170864,0.172159,2.331822,0.036603,0.365196,0.015651,0.369988,1,0,0,0,0
0.600000,-1.252680,1.820314,0.038990,0.207194,-0.023854,0.011584,-179.219110,1.508866,17.403486,0.208563,0.208884,2.340294,0.038990,0.365192,0.011951,0.309310,1,1,0,0,1
0.610000,-1.250778,1.821162,0.038823,0.208488,-0.024629,0.011744,-179.219069,1.511055,17.403689,0.209938,0.210266,2.342383,0.038823,0.365193,0.012198,0.309363,1,0,0,0,0
0.620000,-1.248867,1.822021,0.038654,0.209941,-0.024400,0.011354,-179.219107,1.515844,17.403463,0.211354,0.211659,2.344486,0.038654,0.365194,0.012448,0.309416,1,0,0,0,0
0.630000,-1.246940,1.822882,0.038488,0.210987,-0.025328,0.011735,-179.219329,1.522279,17.404420,0.212502,0.212826,2.346602,0.038488,0.365195,0.012702,0.309470,1,0,0,0,0
0.640000,-1.245007,1.823755,0.038318,0.212569,-0.026207,0.011277,-179.220467,1.526094,17.403284,0.214179,0.214475,2.348730,0.038318,0.365196,0.012956,0.309523,1,0,0,0,0
0.650000,-1.243061,1.824642,0.038152,0.213785,-0.027312,0.011714,-179.218698,1.529895,17.405632,0.215523,0.215841,2.350875,0.038152,0.365197,0.013216,0.309576,1,0,0,0,0
0.660000,-1.241107,1.825542,0.037982,0.215705,-0.028924,0.012255,-179.218309,1.533745,17.406181,0.217635,0.217980,2.353034,0.037982,0.365198,0.013478,0.309629,1,0,0,0,0
0.670000,-1.239139,1.826464,0.037806,0.216893,-0.029321,0.011470,-179.219377,1.537193,17.403928,0.218866,0.219166,2.355213,0.037806,0.365199,0.013740,0.309682,1,0,0,0,0
0.680000,-1.237161,1.827393,0.037637,0.219021,-0.030921,0.011567,-179.219271,1.542282,17.404378,0.221193,0.221495,2.357405,0.037637,0.365200,0.014005,0.309736,1,0,0,0,0
0.690000,-1.235168,1.828343,0.037466,0.219700,-0.031678,0.011447,-179.217779,1.550280,17.402567,0.221972,0.222267,2.359620,0.037466,0.365201,0.014273,0.309789,1,0,0,0,0
0.700000,-1.227726,1.829651,0.038543,0.247154,-0.025687,0.007197,-179.192760,1.877149,17.405547,0.248485,0.248589,2.367252,0.038543,0.365197,0.011311,0.290807,1,1,0,0,0
0.710000,-1.225448,1.830635,0.038394,0.249358,-0.027189,0.006518,-179.192338,1.883603,17.410479,0.250836,0.250921,2.369738,0.038394,0.365198,0.011512,0.290863,1,0,0,0,0
0.720000,-1.223154,1.831640,0.038251,0.251279,-0.027389,0.005502,-179.187788,1.887894,17.407050,0.252768,0.252828,2.372247,0.038251,0.365199,0.011715,0.290920,1,0,0,0,0
0.730000,-1.220841,1.832653,0.038117,0.252176,-0.027920,0.005621,-179.188146,1.892283,17.407510,0.253717,0.253780,2.374776,0.038117,0.365200,0.011922,0.290977,1,0,0,0,0
0.740000,-1.218522,1.833674,0.037981,0.252834,-0.029273,0.004832,-179.185861,1.900287,17.407301,0.254523,0.254569,2.377313,0.037981,0.365201,0.012130,0.291033,1,0,0,0,0
0.750000,-1.216200,1.834709,0.037854,0.254016,-0.030368,0.004784,-179.187041,1.903480,17.411391,0.255824,0.255869,2.379859,0.037854,0.365202,0.012340,0.291090,1,0,0,0,0
0.760000,-1.213870,1.835759,0.037726,0.255173,-0.032176,0.004160,-179.187882,1.908866,17.411252,0.257194,0.257227,2.382418,0.037726,0.365203,0.012552,0.291147,1,0,0,0,0
0.770000,-1.211534,1.836829,0.037604,0.256562,-0.032261,0.004033,-179.187625,1.913580,17.411978,0.258583,0.258614,2.384990,0.037604,0.365204,0.012766,0.291203,1,0,0,0,0
0.780000,-1.209185,1.837905,0.037482,0.258152,-0.033108,0.003893,-179.185352,1.916730,17.412131,0.260267,0.260296,2.387576,0.037482,0.365205,0.012982,0.291260,1,0,0,0,0
0.790000,-1.206823,1.838993,0.037362,0.259454,-0.034282,0.003865,-179.184019,1.917980,17.414298,0.261709,0.261737,2.390179,0.037362,0.365206,0.013199,0.291316,1,0,0,0,0
0.800000,-1.204283,1.839757,0.037238,0.261388,-0.034990,0.002685,-179.183868,1.925189,17.197165,0.263720,0.263733,2.392834,0.037238,0.365208,0.013416,0.269194,1,0,0,0,1
0.810000,-1.201892,1.840864,0.037129,0.263312,-0.036604,0.002468,-179.182312,1.929950,17.198090,0.265844,0.265856,2.395472,0.037129,0.365209,0.013636,0.269255,1,0,0,0,0
0.820000,-1.199487,1.841992,0.037020,0.264466,-0.037645,0.002360,-179.182675,1.932459,17.199382,0.267132,0.267142,2.398130,0.037020,0.365210,0.013857,0.269316,1,0,0,0,0
0.830000,-1.197074,1.843133,0.036913,0.265657,-0.039002,0.001871,-179.182189,1.937335,17.200234,0.268505,0.268512,2.400802,0.036913,0.365212,0.014079,0.269377,1,0,0,0,0
0.840000,-1.194654,1.844291,0.036810,0.266497,-0.039822,0.001919,-179.181147,1.942051,17.202321,0.269456,0.269463,2.403487,0.036810,0.365213,0.014304,0.269439,1,0,0,0,0
0.850000,-1.192228,1.845459,0.036706,0.266697,-0.040116,0.001825,-179.182690,1.947714,17.201473,0.269697,0.269703,2.406181,0.036706,0.365215,0.014529,0.269500,1,0,0,0,0
0.860000,-1.189801,1.846631,0.036603,0.267088,-0.041588,0.002429,-179.181610,1.952320,17.201184,0.270306,0.270317,2.408878,0.036603,0.365216,0.014757,0.269561,1,0,0,0,0
0.870000,-1.187374,1.847817,0.036494,0.268163,-0.042188,0.003359,-179.184398,1.958575,17.203569,0.271461,0.271482,2.411582,0.036494,0.365218,0.014987,0.269622,1,0,0,0,0
0.880000,-1.184940,1.849013,0.036375,0.269112,-0.043828,0.002607,-179.182688,1.964983,17.207114,0.272658,0.272670,2.414296,0.036375,0.365220,0.015214,0.269683,1,0,0,0,0
0.890000,-1.182501,1.850228,0.036263,0.269085,-0.045060,0.002427,-179.184336,1.970746,17.206890,0.272831,0.272842,2.417023,0.036263,0.365222,0.015443,0.269745,1,0,0,0,0
0.900000,-1.166028,1.847742,0.035711,0.316568,-0.017281,0.000163,-179.311526,2.466298,17.210328,0.317040,0.317040,2.433692,0.035711,0.365212,0.011730,0.252567,1,1,0,0,0
0.910000,-1.163058,1.848843,0.035575,0.316984,-0.018001,-0.000566,-179.310532,2.472495,17.207626,0.317495,0.317496,2.436862,0.035575,0.365214,0.011896,0.252633,1,0,0,0,0
0.920000,-1.160086,1.849951,0.035446,0.318157,-0.017994,-0.000933,-179.311637,2.474118,17.206111,0.318665,0.318667,2.440037,0.035446,0.365215,0.012063,0.252698,1,0,0,0,0
0.930000,-1.157102,1.851064,0.035320,0.319664,-0.019203,-0.001339,-179.309418,2.476837,17.205082,0.320240,0.320243,2.443224,0.035320,0.365216,0.012231,0.252763,1,0,0,0,0
0.940000,-1.154108,1.852192,0.035198,0.320305,-0.020504,-0.002333,-179.307343,2.481807,17.205265,0.320961,0.320969,2.446426,0.035198,0.365217,0.012400,0.252828,1,0,0,0,0
0.950000,-1.151110,1.853334,0.035085,0.321462,-0.021738,-0.003230,-179.308401,2.485782,17.203783,0.322196,0.322212,2.449636,0.035085,0.365219,0.012569,0.252893,1,0,0,0,0
0.960000,-1.148105,1.854492,0.034980,0.322177,-0.023689,-0.003453,-179.309481,2.490799,17.204327,0.323047,0.323066,2.452858,0.034980,0.365220,0.012741,0.252958,1,0,0,0,0
0.970000,-1.145099,1.855670,0.034878,0.323703,-0.024041,-0.003446,-179.308175,2.496020,17.202586,0.324595,0.324613,2.456089,0.034878,0.365222,0.012914,0.253023,1,0,0,0,0
0.980000,-1.142079,1.856856,0.034774,0.325231,-0.024421,-0.004165,-179.308990,2.499623,17.202689,0.326147,0.326174,2.459335,0.034774,0.365223,0.013086,0.253088,1,0,0,0,0
0.990000,-1.139045,1.858051,0.034677,0.326827,-0.024192,-0.004855,-179.309363,2.506017,17.201733,0.327721,0.327757,2.462596,0.034677,0.365225,0.013260,0.253154,1,0,0,0,0
1.000000,-1.668994,1.529752,0.020651,0.353608,-0.016166,-0.001564,-179.307130,2.743867,17.205248,0.353977,0.353981,3.086152,0.020651,0.272206,0.010660,0.226670,1,1,1,1,1
1.010000,-1.665667,1.530952,0.020500,0.354872,-0.017396,-0.002380,-179.306361,2.750364,17.207389,0.355299,0.355307,3.089692,0.020500,0.272207,0.010797,0.226742,1,0,0,0,0
1.020000,-1.662331,1.532167,0.020355,0.356531,-0.018506,-0.001814,-179.306655,2.758140,17.205266,0.357011,0.357016,3.093245,0.020355,0.272208,0.010936,0.226815,1,0,0,0,0
1.030000,-1.658983,1.533397,0.020204,0.357820,-0.018378,-0.001476,-179.305617,2.762498,17.205265,0.358292,0.358295,3.096815,0.020204,0.272209,0.011075,0.226888,1,0,0,0,0
1.040000,-1.655622,1.534630,0.020049,0.358657,-0.019537,-0.002332,-179.304983,2.767433,17.204002,0.359189,0.359196,3.100398,0.020049,0.272210,0.011214,0.226960,1,0,0,0,0
1.050000,-1.652257,1.535876,0.019901,0.359781,-0.020465,-0.002471,-179.304951,2.770094,17.206667,0.360362,0.360371,3.103990,0.019901,0.272211,0.011355,0.227033,1,0,0,0,0
1.060000,-1.648883,1.537135,0.019754,0.360130,-0.021465,-0.002044,-179.304140,2.774150,17.204333,0.360770,0.360775,3.107594,0.019754,0.272212,0.011497,0.227105,1,0,0,0,0
1.070000,-1.645509,1.538404,0.019603,0.361623,-0.022915,-0.003011,-179.303879,2.777924,17.207023,0.362349,0.362361,3.111201,0.019603,0.272213,0.011639,0.227178,1,0,0,0,0
1.080000,-1.642125,1.539691,0.019461,0.362750,-0.023865,-0.003566,-179.305425,2.781459,17.206646,0.363534,0.363552,3.114825,0.019461,0.272214,0.011781,0.227250,1,0,0,0,0
1.090000,-1.638733,1.540991,0.019323,0.363464,-0.024736,-0.002969,-179.303863,2.785264,17.207545,0.364305,0.364317,3.118461,0.019323,0.272216,0.011926,0.227322,1,0,0,0,0
1.100000,-1.631782,1.540722,0.020508,0.376990,-0.013908,-0.006357,-179.356435,2.914242,17.209170,0.377247,0.377300,3.125516,0.020508,0.272212,0.009989,0.221591,1,1,0,0,0
1.110000,-1.628224,1.541969,0.020381,0.378340,-0.015710,-0.006043,-179.356477,2.916882,17.209301,0.378666,0.378714,3.129289,0.020381,0.272213,0.010107,0.221665,1,0,0,0,0
1.120000,-1.624657,1.543237,0.020251,0.379013,-0.015892,-0.006343,-179.355890,2.921117,17.208244,0.379346,0.379399,3.133076,0.020251,0.272214,0.010225,0.221739,1,0,0,0,0
1.130000,-1.621085,1.544509,0.020123,0.378452,-0.016731,-0.005847,-179.360356,2.925569,17.207854,0.378822,0.378867,3.136870,0.020123,0.272215,0.010344,0.221813,1,0,0,0,0
1.140000,-1.617521,1.545787,0.019990,0.378446,-0.018586,-0.006381,-179.360091,2.929376,17.207235,0.378902,0.378956,3.140659,0.019990,0.272217,0.010463,0.221888,1,0,0,0,0
1.150000,-1.613963,1.547083,0.019862,0.378777,-0.020256,-0.007053,-179.356353,2.934431,17.204757,0.379319,0.379384,3.144449,0.019862,0.272218,0.010583,0.221962,1,0,0,0,0
1.160000,-1.610405,1.548396,0.019741,0.380165,-0.020508,-0.006759,-179.358394,2.938410,17.203367,0.380717,0.380777,3.148242,0.019741,0.272219,0.010705,0.222036,1,0,0,0,0
1.170000,-1.606835,1.549715,0.019616,0.381587,-0.021368,-0.006619,-179.357013,2.942932,17.203328,0.382185,0.382242,3.152050,0.019616,0.272220,0.010827,0.222110,1,0,0,0,0
1.180000,-1.603255,1.551047,0.019488,0.381803,-0.022852,-0.006828,-179.356746,2.950718,17.202715,0.382487,0.382548,3.155873,0.019488,0.272222,0.010950,0.222184,1,0,0,0,0
1.190000,-1.599676,1.552393,0.019363,0.383291,-0.023718,-0.007258,-179.358053,2.954666,17.202610,0.384025,0.384093,3.159698,0.019363,0.272223,0.011073,0.222258,1,0,0,0,0
1.200000,-1.585416,1.553207,0.020000,0.420353,-0.013197,-0.010626,-179.355164,3.233117,16.969524,0.420560,0.420694,3.173995,0.020000,0.272219,0.009487,0.204208,1,1,0,0,1
1.210000,-1.581435,1.554559,0.019870,0.421488,-0.013181,-0.011016,-179.358434,3.237179,16.967822,0.421694,0.421838,3.178202,0.019870,0.272220,0.009590,0.204288,1,0,0,0,0
1.220000,-1.577442,1.555914,0.019744,0.421424,-0.013259,-0.010723,-179.359340,3.240652,16.967961,0.421633,0.421769,3.182421,0.019744,0.272221,0.009694,0.204369,1,0,0,0,0
1.230000,-1.573450,1.557269,0.019614,0.422350,-0.013961,-0.010753,-179.359064,3.245632,16.967625,0.422580,0.422717,3.186638,0.019614,0.272222,0.009799,0.204449,1,0,0,0,0
1.240000,-1.569451,1.558634,0.019484,0.422747,-0.014494,-0.010173,-179.359937,3.251637,16.967421,0.422996,0.423118,3.190866,0.019484,0.272223,0.009905,0.204530,1,0,0,0,0
1.250000,-1.565451,1.560005,0.019347,0.423058,-0.015821,-0.010960,-179.360393,3.255613,16.968041,0.423354,0.423496,3.195097,0.019347,0.272225,0.010010,0.204610,1,0,0,0,0
1.260000,-1.561450,1.561389,0.019218,0.423936,-0.017302,-0.010560,-179.359854,3.259738,16.970883,0.424289,0.424421,3.199332,0.019218,0.272226,0.010118,0.204691,1,0,0,0,0
1.270000,-1.557446,1.562791,0.019084,0.424448,-0.018789,-0.011574,-179.360580,3.265776,16.970703,0.424863,0.425021,3.203576,0.019084,0.272227,0.010224,0.204771,1,0,0,0,0
1.280000,-1.553441,1.564208,0.018960,0.425507,-0.020516,-0.011162,-179.358433,3.271638,16.973522,0.426001,0.426147,3.207826,0.018960,0.272229,0.010333,0.204852,1,0,0,0,0
1.290000,-1.549432,1.565645,0.018831,0.425537,-0.020332,-0.011395,-179.357369,3.275839,16.973935,0.426022,0.426175,3.212088,0.018831,0.272230,0.010441,0.204932,1,0,0,0,0
1.300000,-1.536090,1.567188,0.020958,0.454225,-0.013396,-0.016182,-179.352964,3.475243,16.977606,0.454422,0.454710,3.225686,0.020958,0.272226,0.009090,0.201978,1,1,0,0,0
1.310000,-1.531782,1.568641,0.020845,0.454290,-0.014297,-0.016197,-179.353264,3.479390,16.975344,0.454515,0.454803,3.230233,0.020845,0.272227,0.009183,0.202060,1,0,0,0,0
1.320000,-1.527477,1.570103,0.020733,0.454770,-0.015517,-0.016737,-179.353291,3.486542,16.975491,0.455035,0.455342,3.234781,0.020733,0.272228,0.009276,0.202141,1,0,0,0,0
1.330000,-1.523171,1.571578,0.020625,0.454706,-0.016165,-0.016993,-179.350102,3.491389,16.975863,0.454993,0.455310,3.239334,0.020625,0.272229,0.009369,0.202222,1,0,0,0,0
1.340000,-1.518866,1.573059,0.020520,0.455683,-0.017530,-0.018138,-179.348724,3.497597,16.976663,0.456020,0.456380,3.243887,0.020520,0.272231,0.009463,0.202304,1,0,0,0,0
1.350000,-1.514556,1.574556,0.020425,0.455102,-0.018704,-0.018683,-179.347914,3.499957,16.976803,0.455486,0.455869,3.248451,0.020425,0.272232,0.009558,0.202385,1,0,0,0,0
1.360000,-1.510255,1.576062,0.020335,0.455345,-0.019587,-0.019470,-179.348256,3.503277,16.977276,0.455767,0.456182,3.253010,0.020335,0.272233,0.009653,0.202466,1,0,0,0,0
1.370000,-1.505953,1.577578,0.020254,0.455408,-0.020539,-0.020257,-179.348875,3.508861,16.978690,0.455871,0.456321,3.257572,0.020254,0.272235,0.009749,0.202548,1,0,0,0,0
1.380000,-1.501653,1.579103,0.020180,0.455317,-0.021733,-0.020994,-179.347335,3.510902,16.981470,0.455835,0.456318,3.262135,0.020180,0.272236,0.009846,0.202629,1,0,0,0,0
1.390000,-1.497356,1.580640,0.020113,0.455407,-0.022663,-0.021071,-179.345644,3.519905,16.983762,0.455971,0.456457,3.266698,0.020113,0.272238,0.009944,0.202710,1,0,0,0,0
